,TOXICITY,paralyzed,blind,deaf
13,0.375661403,,2.0,
1460,0.244852215,,,3.0
2356,0.901114106,,2.0,
3233,0.58532089,1.0,,
2375,0.187820703,1.0,,
301,0.051143911,1.0,,
528,0.884222865,,2.0,
4506,0.984429717,1.0,,
2366,0.956047118,1.0,,
3072,0.944947481,1.0,,
1962,0.072332315,1.0,,
3429,0.58532089,1.0,,
509,0.956047118,,,3.0
29,0.449116021,1.0,,
3373,0.908921003,1.0,,
1363,0.859167039,,2.0,
3472,0.372296005,,,3.0
4234,0.94653672,1.0,,
4022,0.942619443,,,3.0
211,0.453091055,,2.0,
321,0.912243962,,,3.0
2464,0.902898431,,,3.0
2674,0.034854122,1.0,,
171,0.095507659,1.0,,
2716,0.360975266,1.0,,
1817,0.028540198,,,3.0
4462,0.966437757,,2.0,
3038,0.793306947,,,3.0
2216,0.880025566,,,3.0
3383,0.066100329,,,3.0
557,0.939510882,1.0,,
3850,0.902898431,1.0,,
2605,0.872855186,,,3.0
4040,0.152980477,,2.0,
1456,0.736887753,1.0,,
1020,0.939510882,,,3.0
2422,0.345757544,,,3.0
3988,0.453091055,,2.0,
2683,0.887116849,1.0,,
1542,0.066100329,1.0,,
4183,0.902898431,1.0,,
846,0.922532856,1.0,,
1160,0.259231389,,,3.0
973,0.961497486,,2.0,
2178,0.782198191,,,3.0
3056,0.093461998,1.0,,
1696,0.922532856,1.0,,
1976,0.969425678,,2.0,
1350,0.58532089,,,3.0
1740,0.736887753,,,3.0
99,0.01467542,,,3.0
2935,0.908921003,,,3.0
438,0.337609708,,,3.0
1353,0.27358368,1.0,,
431,0.961456835,,,3.0
1195,0.051143911,,,3.0
1547,0.432520777,,,3.0
3869,0.360975266,,,3.0
3061,0.902898431,1.0,,
2274,0.270306379,1.0,,
1848,0.895015776,,2.0,
2025,0.220476165,,2.0,
3647,0.736887753,1.0,,
2650,0.117548816,1.0,,
2826,0.902898431,,,3.0
3003,0.258479685,,,3.0
666,0.807037532,1.0,,
4393,0.973990798,,2.0,
4370,0.802586615,,2.0,
4444,0.961456835,1.0,,
2217,0.965466678,,2.0,
354,0.220476165,,2.0,
785,0.279691517,,2.0,
2819,0.279691517,,2.0,
54,0.719209015,,2.0,
2548,0.345757544,,,3.0
3273,0.238480464,1.0,,
1615,0.887116849,,,3.0
662,0.072332315,,,3.0
3364,0.270306379,,,3.0
237,0.093461998,,,3.0
1846,0.148929998,,,3.0
2105,0.942619443,1.0,,
3662,0.977680027,,2.0,
2891,0.071420714,1.0,,
494,0.863179922,1.0,,
3700,0.112010412,1.0,,
3515,0.163293183,,2.0,
248,0.58532089,,,3.0
4347,0.066100329,1.0,,
2433,0.906712949,,,3.0
4526,0.987539172,,2.0,
1075,0.640124381,,2.0,
325,0.47973001,,2.0,
2104,0.61079067,,,3.0
103,0.014127486,1.0,,
3511,0.887038708,,,3.0
2726,0.776861906,,2.0,
92,0.208581626,,2.0,
2003,0.942619443,1.0,,
2439,0.889835,1.0,,
2168,0.187820703,,,3.0
279,0.293639034,1.0,,
3776,0.908921003,1.0,,
2925,0.887038708,1.0,,
533,0.776861906,,2.0,
1699,0.187820703,1.0,,
2722,0.973990798,,2.0,
2322,0.942619443,,,3.0
2115,0.114036284,,2.0,
2259,0.140255839,,2.0,
3513,0.920121789,1.0,,
3534,0.425917059,,2.0,
706,0.920934379,1.0,,
350,0.432520777,1.0,,
766,0.066100329,,,3.0
991,0.372296005,,,3.0
238,0.477566123,1.0,,
2526,0.872855186,,,3.0
998,0.432520777,1.0,,
2631,0.942619443,,,3.0
4425,0.97224468,,2.0,
3677,0.58532089,1.0,,
53,0.017584551,1.0,,
2879,0.96844101,,2.0,
4452,0.971330345,,2.0,
2665,0.421680391,,2.0,
362,0.615120709,,2.0,
1630,0.051143911,,,3.0
2282,0.278274506,1.0,,
1517,0.452409834,1.0,,
3370,0.745668769,,2.0,
1540,0.270306379,,,3.0
501,0.235328883,,2.0,
2190,0.317358166,,2.0,
4041,0.279691517,,2.0,
4360,0.928585589,1.0,,
630,0.978015959,,2.0,
4261,0.745668769,,2.0,
696,0.432520777,,,3.0
49,0.018993817,1.0,,
1001,0.106641263,,2.0,
2568,0.345757544,1.0,,
575,0.857586205,,,3.0
4392,0.653122962,,,3.0
4278,0.960043967,,,3.0
3422,0.939510882,1.0,,
500,0.965940714,,2.0,
207,0.939510882,1.0,,
2619,0.782198191,1.0,,
405,0.956047118,1.0,,
349,0.066100329,,,3.0
3346,0.898122609,,2.0,
4334,0.066100329,1.0,,
4500,0.475474507,,2.0,
835,0.187820703,1.0,,
2040,0.072332315,1.0,,
951,0.360975266,,,3.0
4514,0.967850506,,,3.0
2525,0.11435809,,,3.0
93,0.018993817,,,3.0
1322,0.898122609,,2.0,
2829,0.974135041,,,3.0
3037,0.345757544,,,3.0
1840,0.214124158,1.0,,
413,0.372296005,1.0,,
2671,0.345757544,,,3.0
1954,0.736887753,,,3.0
2307,0.345757544,,,3.0
578,0.238480464,,,3.0
2743,0.072332315,,,3.0
2283,0.868948579,,2.0,
1670,0.178561866,1.0,,
2027,0.061120614,1.0,,
4186,0.763069272,,2.0,
3873,0.425917059,,2.0,
2547,0.974135041,,,3.0
1263,0.896190822,,,3.0
353,0.181121677,1.0,,
3269,0.960043967,1.0,,
2860,0.345757544,1.0,,
1679,0.929427028,,2.0,
1112,0.316559851,,2.0,
4202,0.653122962,,,3.0
24,0.02128887,,,3.0
1101,0.541751981,,2.0,
326,0.051143911,1.0,,
4254,0.898122609,,2.0,
3898,0.360975266,,,3.0
4510,0.72670269,,,3.0
596,0.916135252,,,3.0
3062,0.973990798,,2.0,
3352,0.968348205,,2.0,
3293,0.372296005,,,3.0
4098,0.959835291,,2.0,
4102,0.093461998,1.0,,
3856,0.969425678,,2.0,
3377,0.913907409,1.0,,
3633,0.432520777,1.0,,
4128,0.061120614,,,3.0
3870,0.973990798,,2.0,
2504,0.093461998,,,3.0
1397,0.965466678,,2.0,
2772,0.114036284,,2.0,
2257,0.11435809,,,3.0
3474,0.965466678,,2.0,
3266,0.736887753,,,3.0
219,0.051143911,1.0,,
131,0.908921003,,,3.0
1049,0.974135041,1.0,,
2079,0.453091055,,2.0,
2691,0.956047118,1.0,,
4095,0.974135041,,,3.0
566,0.965940714,,2.0,
2316,0.776861906,,2.0,
461,0.974135041,,,3.0
1008,0.884222865,,2.0,
1827,0.950175345,1.0,,
2253,0.890859842,,,3.0
4225,0.051143911,,,3.0
410,0.279691517,,2.0,
406,0.799030244,,,3.0
2996,0.279691517,,2.0,
2851,0.372296005,1.0,,
1876,0.802586615,,2.0,
814,0.072332315,1.0,,
118,0.868175507,,2.0,
2281,0.974135041,1.0,,
1584,0.969425678,,2.0,
3420,0.118368067,1.0,,
2518,0.942619443,1.0,,
772,0.208941057,,,3.0
2347,0.942619443,1.0,,
1361,0.58532089,,,3.0
4003,0.293639034,,,3.0
3410,0.887038708,1.0,,
2459,0.615120709,,2.0,
2223,0.163293183,,2.0,
26,0.449116021,,,3.0
4302,0.926077366,,2.0,
2773,0.887038708,1.0,,
16,0.150509447,1.0,,
2688,0.819340825,,2.0,
888,0.961456835,,,3.0
3153,0.97224468,,2.0,
1441,0.114036284,,2.0,
1113,0.316559851,,2.0,
3013,0.872855186,,,3.0
2298,0.802586615,,2.0,
2757,0.270306379,1.0,,
4086,0.736887753,,,3.0
4080,0.432520777,,,3.0
1808,0.293639034,,,3.0
335,0.939510882,1.0,,
3132,0.929427028,,2.0,
3751,0.58532089,1.0,,
2957,0.884222865,,2.0,
4109,0.939510882,,,3.0
4239,0.255106091,,,3.0
1309,0.976437628,,2.0,
1913,0.969425678,,2.0,
2137,0.489499658,,2.0,
1925,0.373946309,,2.0,
1331,0.066100329,1.0,,
3163,0.518498719,1.0,,
4468,0.675607383,,,3.0
2409,0.950235009,,,3.0
864,0.421680391,,2.0,
938,0.956047118,,,3.0
591,0.11435809,,,3.0
3623,0.956047118,,,3.0
3131,0.220476165,,2.0,
2164,0.976993859,,2.0,
2979,0.942619443,,,3.0
3762,0.960036933,,2.0,
1645,0.97224468,,2.0,
1950,0.97224468,,2.0,
1087,0.326537848,,2.0,
2789,0.066100329,,,3.0
38,0.496293306,1.0,,
592,0.360975266,,,3.0
3834,0.965940714,,2.0,
476,0.181121677,1.0,,
1469,0.965940714,,2.0,
1621,0.270306379,1.0,,
603,0.270306379,,,3.0
3996,0.922359824,,2.0,
725,0.958634317,,2.0,
1706,0.360975266,1.0,,
1765,0.902898431,1.0,,
2597,0.238480464,,,3.0
876,0.066100329,1.0,,
1550,0.375811279,,,3.0
2211,0.922532856,1.0,,
3842,0.11435809,,,3.0
3679,0.942619443,1.0,,
2349,0.084499359,,,3.0
1128,0.908921003,,,3.0
199,0.49162221,,,3.0
918,0.615120709,,2.0,
3963,0.919005513,,,3.0
3821,0.872855186,1.0,,
3655,0.293639034,,,3.0
3816,0.776861906,,2.0,
1678,0.654047489,1.0,,
2421,0.653122962,,,3.0
769,0.345757544,,,3.0
3275,0.872855186,1.0,,
4478,0.967137158,1.0,,
1416,0.950175345,,,3.0
3204,0.114036284,,2.0,
1798,0.969425678,,2.0,
1689,0.911467373,,2.0,
3497,0.653122962,1.0,,
4133,0.453091055,,2.0,
1458,0.960043967,1.0,,
3355,0.928569436,,2.0,
2064,0.97224468,,2.0,
2413,0.872855186,,,3.0
2873,0.898122609,,2.0,
2401,0.969425678,,2.0,
2626,0.209202841,1.0,,
1819,0.958608031,,2.0,
4357,0.187820703,,,3.0
2514,0.960043967,1.0,,
1961,0.270306379,,,3.0
917,0.901114106,,2.0,
2142,0.977680027,,2.0,
572,0.051143911,,,3.0
695,0.106641263,,2.0,
1499,0.093461998,,,3.0
4038,0.745668769,,2.0,
2906,0.093461998,,,3.0
3780,0.187820703,1.0,,
3281,0.634545922,1.0,,
1053,0.920026064,,2.0,
3527,0.872855186,,,3.0
3272,0.965940714,,2.0,
3822,0.528676629,,2.0,
1485,0.051143911,1.0,,
3619,0.425917059,,2.0,
850,0.187820703,,,3.0
704,0.872855186,1.0,,
3496,0.279691517,,2.0,
46,0.960004985,,2.0,
3908,0.943144023,,,3.0
217,0.181121677,,,3.0
1225,0.11435809,,,3.0
2532,0.051143911,,,3.0
3602,0.887116849,,,3.0
3699,0.360975266,,,3.0
1497,0.960036933,,2.0,
428,0.220476165,,2.0,
2037,0.887116849,1.0,,
1968,0.887038708,,,3.0
2752,0.293639034,,,3.0
4276,0.887038708,1.0,,
3225,0.163293183,,2.0,
2895,0.242957905,1.0,,
845,0.516749859,,,3.0
309,0.093461998,,,3.0
4405,0.939510882,,,3.0
1707,0.238480464,1.0,,
195,0.97224468,,2.0,
1484,0.926077366,,2.0,
2537,0.939510882,1.0,,
228,0.887116849,1.0,,
2629,0.901114106,,2.0,
1159,0.908921003,,,3.0
3092,0.234129354,1.0,,
2365,0.782198191,,,3.0
3876,0.969425678,,2.0,
3959,0.066100329,,,3.0
4522,0.675607383,1.0,,
4431,0.902898431,1.0,,
2954,0.960043967,,,3.0
3948,0.949953079,1.0,,
2667,0.615120709,,2.0,
843,0.066100329,1.0,,
4439,0.898122609,,2.0,
2381,0.887038708,1.0,,
342,0.325663477,,,3.0
2698,0.151176706,1.0,,
1960,0.876864254,1.0,,
1978,0.360975266,1.0,,
3823,0.713348806,,,3.0
3516,0.317539722,,2.0,
4533,0.69880271,,,3.0
332,0.782198191,,,3.0
2940,0.965940714,,2.0,
399,0.942619443,,,3.0
959,0.270306379,,,3.0
4493,0.752672017,,2.0,
653,0.425917059,,2.0,
2771,0.950175345,1.0,,
3871,0.960043967,1.0,,
1891,0.152980477,,2.0,
1766,0.453091055,,2.0,
4219,0.698932171,,2.0,
2302,0.745668769,,2.0,
3080,0.238480464,1.0,,
1046,0.890859842,1.0,,
2374,0.552348495,,2.0,
3643,0.653122962,,,3.0
2299,0.187960744,,,3.0
63,0.080621541,,2.0,
1714,0.950175345,,,3.0
2847,0.107628815,1.0,,
522,0.238480464,,,3.0
2123,0.973990798,,2.0,
1969,0.736887753,1.0,,
2024,0.922532856,,,3.0
4018,0.904874861,,,3.0
976,0.973990798,,2.0,
644,0.922359824,,2.0,
3910,0.238480464,,,3.0
2046,0.727344811,,,3.0
2905,0.360975266,1.0,,
3779,0.942037642,,2.0,
4026,0.497012734,,,3.0
193,0.908921003,,,3.0
391,0.607900083,,2.0,
1317,0.956047118,,,3.0
2202,0.922532856,1.0,,
2348,0.453091055,,2.0,
3654,0.776861906,,2.0,
28,0.023077946,,2.0,
157,0.372296005,,,3.0
3505,0.902898431,,,3.0
1967,0.887038708,,,3.0
970,0.293639034,,,3.0
2707,0.973990798,,2.0,
3695,0.360975266,1.0,,
1068,0.372296005,,,3.0
3473,0.745668769,,2.0,
629,0.425917059,,2.0,
789,0.922532856,,,3.0
2080,0.345757544,,,3.0
4469,0.717111588,,,3.0
2291,0.658375144,1.0,,
3127,0.898122609,,2.0,
2562,0.901114106,,2.0,
1058,0.950175345,1.0,,
4223,0.372296005,1.0,,
3553,0.163293183,,2.0,
1825,0.926077366,,2.0,
2685,0.653122962,1.0,,
1352,0.977680027,,2.0,
337,0.093461998,1.0,,
3508,0.063812621,1.0,,
2961,0.974135041,,,3.0
3902,0.736887753,1.0,,
3095,0.181121677,1.0,,
3103,0.974135041,1.0,,
2849,0.072332315,1.0,,
1930,0.607900083,,2.0,
2263,0.960726798,1.0,,
2179,0.694841027,1.0,,
2060,0.187820703,1.0,,
1884,0.114271387,,,3.0
2794,0.898122609,,2.0,
2967,0.041406706,1.0,,
2376,0.974135041,,,3.0
1027,0.360975266,,,3.0
1178,0.067926802,,2.0,
4343,0.11435809,,,3.0
344,0.929427028,,2.0,
834,0.802586615,,2.0,
4400,0.460958451,1.0,,
4461,0.33025828,,,3.0
2917,0.653122962,,,3.0
4404,0.887038708,,,3.0
3914,0.939510882,,,3.0
3565,0.316559851,,2.0,
4074,0.926077366,,2.0,
3540,0.150272876,1.0,,
4019,0.922359824,,2.0,
3558,0.745668769,,2.0,
1502,0.939221919,1.0,,
2598,0.152980477,,2.0,
215,0.908921003,1.0,,
638,0.11435809,1.0,,
2083,0.778308272,,2.0,
3247,0.125403687,,2.0,
712,0.045664947,,2.0,
779,0.908921003,1.0,,
163,0.977680027,,2.0,
3137,0.145333454,,,3.0
3588,0.887038708,,,3.0
3543,0.034964632,1.0,,
2790,0.238378331,,,3.0
1710,0.977680027,,2.0,
400,0.887038708,1.0,,
17,0.689281166,,2.0,
1031,0.960036933,,2.0,
1023,0.908921003,,,3.0
1889,0.969425678,,2.0,
1729,0.908921003,1.0,,
2976,0.960043967,1.0,,
3661,0.220476165,,2.0,
4035,0.607900083,,2.0,
525,0.782198191,,,3.0
1200,0.763069272,,2.0,
323,0.736887753,,,3.0
3894,0.961456835,1.0,,
1879,0.903312027,,,3.0
754,0.377538532,,,3.0
1578,0.884222865,,2.0,
2618,0.421680391,,2.0,
4494,0.483848184,,2.0,
1137,0.922692776,,,3.0
1007,0.908921003,1.0,,
1443,0.872855186,,,3.0
2719,0.270306379,1.0,,
3801,0.745668769,,2.0,
223,0.929427028,,2.0,
3498,0.066100329,,,3.0
1365,0.939510882,,,3.0
4255,0.966202497,,2.0,
3705,0.220476165,,2.0,
3577,0.372296005,1.0,,
1065,0.421680391,,2.0,
370,0.61330694,,2.0,
799,0.922532856,1.0,,
651,0.961456835,1.0,,
3418,0.114036284,,2.0,
3465,0.122275464,,2.0,
3509,0.08331427,,,3.0
2067,0.931010544,,,3.0
6,0.30755347,,,3.0
490,0.293639034,1.0,,
3866,0.782198191,1.0,,
2690,0.372296005,,,3.0
977,0.736887753,1.0,,
2992,0.453091055,,2.0,
1318,0.942619443,,,3.0
531,0.965940714,,2.0,
4262,0.432520777,,,3.0
4173,0.745668769,,2.0,
1395,0.430757463,,,3.0
1324,0.942619443,,,3.0
1722,0.360975266,1.0,,
3499,0.736887753,1.0,,
3707,0.425917059,,2.0,
488,0.039964452,1.0,,
192,0.29843989,,2.0,
3016,0.884222865,,2.0,
3859,0.596462667,,2.0,
3733,0.094757773,1.0,,
165,0.152980477,,2.0,
2731,0.922359824,,2.0,
2209,0.215792015,,2.0,
71,0.02868103,1.0,,
320,0.130692825,1.0,,
3896,0.293639034,1.0,,
1377,0.360975266,,,3.0
2950,0.965940714,,2.0,
317,0.58532089,1.0,,
4209,0.969425678,,2.0,
2369,0.977680027,,2.0,
1086,0.872855186,,,3.0
1814,0.887038708,1.0,,
3276,0.453091055,,2.0,
257,0.956047118,,,3.0
1783,0.863179922,,,3.0
4328,0.326537848,,2.0,
1015,0.270306379,,,3.0
3365,0.973990798,,2.0,
3752,0.845005751,1.0,,
2128,0.825803757,,,3.0
776,0.07517162,,2.0,
986,0.653122962,1.0,,
1480,0.922359824,,2.0,
4099,0.187820703,,,3.0
3167,0.887038708,,,3.0
2601,0.736887753,1.0,,
4268,0.051143911,1.0,,
2062,0.293639034,,,3.0
1076,0.615120709,,2.0,
3905,0.736887753,1.0,,
2721,0.902898431,1.0,,
3124,0.954525292,,2.0,
2167,0.163293183,,2.0,
912,0.152980477,,2.0,
3113,0.653122962,1.0,,
2802,0.736887753,1.0,,
2791,0.950175345,1.0,,
2516,0.360975266,,,3.0
1739,0.163293183,,2.0,
3109,0.238480464,1.0,,
2907,0.114036284,,2.0,
1167,0.965466678,,2.0,
3259,0.965940714,,2.0,
1690,0.066100329,,,3.0
439,0.960043967,1.0,,
2613,0.902898431,1.0,,
4323,0.279691517,,2.0,
1463,0.117548816,1.0,,
4446,0.984064996,,,3.0
1643,0.894730568,1.0,,
2006,0.293456465,,2.0,
2657,0.950175345,1.0,,
3310,0.929427028,,2.0,
1295,0.372296005,,,3.0
3215,0.051143911,,,3.0
166,0.152980477,,2.0,
4412,0.326537848,,2.0,
1587,0.912206173,,2.0,
1339,0.607900083,,2.0,
4143,0.360975266,,,3.0
4069,0.607900083,,2.0,
2865,0.11435809,1.0,,
2453,0.093461998,,,3.0
4355,0.745668769,,2.0,
4447,0.959182501,1.0,,
981,0.270306379,,,3.0
1877,0.326537848,,2.0,
2538,0.950175345,,,3.0
1536,0.698932171,,2.0,
840,0.163293183,,2.0,
1899,0.187820703,,,3.0
506,0.956047118,1.0,,
1391,0.072332315,1.0,,
4188,0.872855186,,,3.0
4020,0.372296005,,,3.0
1610,0.49718684,,,3.0
3989,0.956047118,1.0,,
581,0.736887753,1.0,,
3740,0.106641263,,2.0,
934,0.922359824,,2.0,
429,0.850866556,1.0,,
232,0.091103591,1.0,,
2682,0.58532089,,,3.0
2318,0.072332315,,,3.0
2677,0.960036933,,2.0,
3189,0.360975266,1.0,,
189,0.238480464,1.0,,
2796,0.902898431,,,3.0
2981,0.051143911,1.0,,
4402,0.929427028,,2.0,
146,0.425917059,,2.0,
4079,0.187820703,,,3.0
395,0.360975266,,,3.0
3461,0.278274506,,,3.0
1623,0.326537848,,2.0,
1234,0.939510882,,,3.0
82,0.128696516,1.0,,
1064,0.653122962,1.0,,
3024,0.776861906,,2.0,
1115,0.066100329,1.0,,
3019,0.270306379,,,3.0
4442,0.93608135,,,3.0
2233,0.196843579,,2.0,
2437,0.903164387,,,3.0
682,0.949062407,1.0,,
2087,0.327248931,,2.0,
3207,0.782198191,,,3.0
2035,0.116066873,1.0,,
4115,0.485779256,,2.0,
2811,0.872855186,1.0,,
398,0.251539946,,,3.0
3805,0.726184547,,2.0,
781,0.901114106,,2.0,
11,0.818626225,,2.0,
3441,0.961456835,,,3.0
1078,0.973990798,,2.0,
272,0.516749859,1.0,,
1193,0.460958451,,,3.0
1821,0.653122962,1.0,,
4231,0.922532856,,,3.0
2460,0.607900083,,2.0,
3433,0.106641263,,2.0,
2584,0.360975266,,,3.0
2260,0.922532856,,,3.0
12,0.109612994,1.0,,
2139,0.62013948,1.0,,
3584,0.360975266,,,3.0
701,0.220476165,,2.0,
2285,0.293639034,,,3.0
3195,0.33001551,1.0,,
1988,0.89680469,1.0,,
1791,0.066100329,,,3.0
714,0.421680391,,2.0,
